order_Id,user,item_Id,nbr_of_units,date_time,amount
105,user1614,221,2,07:44:46,64.13411272890762
105,user1614,883,3,07:44:46,180.91184349026736
105,user1614,871,1,07:44:46,42.21740638693042
106,user2374,377,4,05:45:48,132.4882023800139
106,user2374,928,1,05:45:48,33.91523940485214
106,user2374,91,7,05:45:48,429.97337021660803
106,user2374,922,10,05:45:48,660.5283665320145
107,user467,427,7,09:10:37,611.0090475655029
107,user467,557,4,09:10:37,132.21013884682924
108,user2010,217,3,03:06:12,8.847177100150411
108,user2010,294,5,03:06:12,65.19183518617271
108,user2010,337,7,03:06:12,370.774028403123
109,user259,130,6,08:28:56,297.74549728857534
109,user259,562,1,08:28:56,10.2706741754947
110,user763,449,5,22:02:13,45.730183713934956
110,user763,161,6,22:02:13,495.53434196608015
111,user2164,21,7,03:36:06,204.2072714985096
111,user2164,332,5,03:36:06,28.814615216044043
111,user2164,251,5,03:36:06,384.7877088522068
112,user1426,314,2,07:26:22,63.08620528876733
112,user1426,913,10,07:26:22,376.1732821741125
113,user2187,561,6,22:26:23,124.18098165398897
113,user2187,310,8,22:26:23,665.3902479815398
113,user2187,944,5,22:26:23,112.98920037787622
113,user2187,762,2,22:26:23,92.39897268578558
114,user1441,911,9,00:45:32,270.7426042924407
114,user1441,287,9,00:45:32,613.406917103429
114,user1441,637,1,00:45:32,55.31752632619332
114,user1441,700,1,00:45:32,45.55432690792861
115,user1872,877,1,06:39:33,67.40067042178241
116,user2257,151,4,05:33:16,351.3671053340464
116,user2257,719,6,05:33:16,287.9141119841796
116,user2257,364,1,05:33:16,78.39949506832272
117,user2841,673,9,05:41:56,770.2850712874681
117,user2841,161,7,05:41:56,578.1233989604268
117,user2841,949,7,05:41:56,251.43226463735408
117,user2841,684,3,05:41:56,24.546913232053047
117,user2841,516,10,05:41:56,585.5782758548274
118,user2591,852,2,04:17:58,54.914509576947005
118,user2591,605,6,04:17:58,450.37085184972614
118,user2591,200,8,04:17:58,210.39599022151233
118,user2591,776,2,04:17:58,105.9771571915213
118,user2591,431,10,04:17:58,799.606892992029
119,user1090,391,6,04:16:27,187.23750817563865
120,user1765,361,3,18:19:48,103.15229910457744
120,user1765,32,2,18:19:48,117.48490055004494
120,user1765,591,4,18:19:48,30.4940480879835
121,user2938,266,9,09:48:50,417.6684286496695
122,user2592,251,1,17:57:46,76.95754177044135
122,user2592,801,8,17:57:46,440.89440976723
123,user2415,962,5,03:27:27,200.01250248836078
124,user2846,305,2,20:30:12,149.46316396663997
124,user2846,619,6,20:30:12,543.0568304465602
124,user2846,847,6,20:30:12,11.280094097209522
124,user2846,699,8,20:30:12,469.73057532172055
124,user2846,968,9,20:30:12,630.8743854613381
125,user1978,28,7,15:57:14,174.42702916317893
125,user1978,522,4,15:57:14,228.71195945375462
126,user1139,373,5,15:52:58,152.72565690309983
126,user1139,538,2,15:52:58,131.78714955125164
127,user2967,300,8,06:36:23,566.8739999701586
127,user2967,31,7,06:36:23,459.60522418202873
127,user2967,682,1,06:36:23,23.146627036609335
127,user2967,115,5,06:36:23,313.8801730565008
127,user2967,610,7,06:36:23,188.6196477184349
128,user471,837,1,11:04:05,60.14088657507948
128,user471,172,7,11:04:05,365.5825031192478
128,user471,232,1,11:04:05,40.3256269661487
128,user471,289,1,11:04:05,21.02710405081596
129,user1340,522,6,14:59:50,343.0679391806319
129,user1340,225,1,14:59:50,22.57780457066641
129,user1340,249,1,14:59:50,23.089141817264867
129,user1340,621,10,14:59:50,111.32789086542178
130,user2886,285,1,04:33:44,38.77375169273013
130,user2886,140,1,04:33:44,79.35016280180477
130,user2886,948,8,04:33:44,177.8497743716317
130,user2886,807,7,04:33:44,357.4348454359923
131,user970,156,3,07:40:50,185.63934143284933
132,user2064,703,7,21:25:29,474.5584538196569
132,user2064,449,8,21:25:29,73.16829394229593
132,user2064,109,3,21:25:29,118.02451529240805
132,user2064,410,9,21:25:29,103.48776647256794
133,user985,140,5,13:23:41,396.7508140090239
133,user985,760,7,13:23:41,60.79395030644612
133,user985,529,4,13:23:41,183.33307680159075
133,user985,519,4,13:23:41,350.8888454956718
133,user985,927,8,13:23:41,142.8082621557101
134,user1068,211,5,07:42:30,254.19992129876934
135,user1468,38,2,01:36:39,139.11060708191982
135,user1468,915,8,01:36:39,29.92905730262682
135,user1468,8,5,01:36:39,339.6830531237649
136,user1844,481,10,23:19:37,353.5920264420055
136,user1844,515,1,23:19:37,3.436764492425226
136,user1844,409,7,23:19:37,218.75305674246653
137,user1504,96,7,10:05:56,505.55050033780276
137,user1504,966,4,10:05:56,246.16627645238458
138,user1861,837,6,12:06:13,360.84531945047684
138,user1861,114,10,12:06:13,875.1377096863292
138,user1861,409,10,12:06:13,312.50436677495213
139,user2120,90,8,18:32:11,18.048224870752858
139,user2120,213,5,18:32:11,6.263484368710921
140,user379,31,2,14:35:08,131.3157783377225
140,user379,9,9,14:35:08,211.54196689466895
141,user700,801,7,21:04:11,385.78260854632623
141,user700,545,5,21:04:11,430.7393333161913
142,user2502,672,2,04:41:43,70.14418754134206
142,user2502,628,1,04:41:43,60.09439630148041
143,user369,883,7,19:12:12,422.1276348106238
144,user589,544,6,20:35:59,176.49104266553167
145,user1651,269,8,17:22:40,682.1026266793937
145,user1651,814,9,17:22:40,792.1731360895718
146,user727,402,1,19:27:07,35.949103929642575
146,user727,60,8,19:27:07,377.05012342135245
146,user727,188,9,19:27:07,649.4743271027525
146,user727,287,10,19:27:07,681.5632412260322
146,user727,425,10,19:27:07,378.79365799425136
147,user1082,506,7,08:45:03,589.7848736744434
148,user662,115,6,01:59:07,376.6562076678009
149,user1482,378,9,00:11:29,691.716993569177
149,user1482,711,5,00:11:29,338.8894023252773
149,user1482,771,5,00:11:29,173.1049973862572
149,user1482,575,10,00:11:29,899.2256458294296
150,user1481,513,7,22:27:40,318.66958671171244
150,user1481,569,4,22:27:40,342.2402983898596
150,user1481,554,6,22:27:40,90.73755132633569
150,user1481,846,4,22:27:40,341.8536186427085
150,user1481,660,4,22:27:40,293.5465146341596
151,user2549,190,8,21:10:26,59.68238347675864
151,user2549,835,7,21:10:26,502.39749175712683
151,user2549,224,1,21:10:26,90.7116773602734
151,user2549,398,2,21:10:26,18.405202121887584
152,user2511,627,9,01:11:48,617.7171141375125
152,user2511,313,6,01:11:48,235.04372949878353
152,user2511,62,7,01:11:48,382.83703119273724
152,user2511,713,4,01:11:48,348.396747703983
152,user2511,112,2,01:11:48,69.59947717693063
153,user1176,231,5,21:21:53,251.18093568067854
153,user1176,569,2,21:21:53,171.1201491949298
153,user1176,978,9,21:21:53,526.2028300463469
153,user1176,230,8,21:21:53,206.12463809113797
154,user573,151,2,21:37:07,175.6835526670232
155,user74,716,3,15:45:35,91.38139453892049
155,user74,966,5,15:45:35,307.70784556548074
155,user74,380,1,15:45:35,11.514086127021619
155,user74,387,1,15:45:35,47.944958284438265
155,user74,830,7,15:45:35,107.32183637202155
156,user2579,124,4,06:10:05,180.25933247824656
156,user2579,275,8,06:10:05,537.491076236796
156,user2579,483,2,06:10:05,42.522572847789505
156,user2579,667,3,06:10:05,16.389335257508858
156,user2579,413,7,06:10:05,257.24014991352306
157,user2147,306,2,16:56:46,79.69514933990638
157,user2147,175,5,16:56:46,408.0530651709228
157,user2147,496,9,16:56:46,164.6268979833298
157,user2147,720,3,16:56:46,77.63767276676798
158,user2521,335,4,14:17:46,233.78585057048574
158,user2521,603,7,14:17:46,453.3709943050325
159,user1013,219,3,21:12:01,43.72491563581992
159,user1013,588,9,21:12:01,520.0235387760125
160,user2994,325,2,00:47:31,95.77727189631311
161,user1110,350,3,05:41:38,143.65730495266016
162,user1165,728,9,18:57:13,86.86287779265349
162,user1165,986,6,18:57:13,390.10438878362703
163,user2855,335,9,09:19:39,526.0181637835929
164,user1130,727,3,18:27:49,215.58237584932215
164,user1130,949,10,18:27:49,359.1889494819344
164,user1130,207,9,18:27:49,554.8376355349235
164,user1130,474,7,18:27:49,167.81866103378968
164,user1130,283,9,18:27:49,477.54036648925484
165,user2831,559,10,03:34:32,48.10598744853727
166,user2770,855,7,02:23:20,494.6326706060617
166,user2770,368,5,02:23:20,245.65131044152884
166,user2770,268,8,02:23:20,267.3487068447753
167,user2662,219,2,09:35:25,29.14994375721328
167,user2662,451,5,09:35:25,267.06065377952604
167,user2662,841,3,09:35:25,59.549528691007666
167,user2662,304,6,09:35:25,386.834256800116
167,user2662,310,1,09:35:25,83.17378099769248
168,user1689,743,7,14:33:13,273.2857711624814
168,user1689,708,7,14:33:13,40.84531067050263
168,user1689,634,4,14:33:13,33.134365959649244
169,user2382,17,9,15:34:53,280.47376802235954
169,user2382,529,7,15:34:53,320.8328844027838
169,user2382,871,5,15:34:53,211.0870319346521
169,user2382,334,9,15:34:53,162.83888563663461
170,user1184,380,2,12:12:34,23.028172254043238
170,user1184,416,2,12:12:34,13.399891781042728
170,user1184,311,5,12:12:34,261.0498914848654
171,user1998,841,9,15:11:57,178.648586073023
171,user1998,69,7,15:11:57,89.4149088218596
171,user1998,377,3,15:11:57,99.36615178501042
172,user1374,605,3,08:08:55,225.18542592486307
172,user1374,648,9,08:08:55,640.3663765153824
173,user2923,105,3,10:44:58,76.44574862876657
173,user2923,834,3,10:44:58,110.96521052951911
173,user2923,142,7,10:44:58,583.3826787656802
173,user2923,510,8,10:44:58,468.476410015555
173,user2923,609,9,10:44:58,15.940312526810802
174,user2529,598,8,12:24:38,257.8319208837371
174,user2529,373,3,12:24:38,91.63539414185989
175,user2099,365,3,16:37:34,189.5119619516022
175,user2099,895,2,16:37:34,180.60679917983325
176,user322,731,9,07:24:48,116.31547742810388
176,user322,775,5,07:24:48,27.422542934176526
176,user322,627,9,07:24:48,617.7171141375125
177,user320,327,2,22:29:18,84.26031022129463
178,user2822,410,10,17:02:30,114.98640719174216
178,user2822,323,5,17:02:30,6.325783857723767
179,user2294,334,10,08:37:17,180.93209515181624
179,user2294,202,5,08:37:17,200.00481609054174
179,user2294,412,5,08:37:17,156.93858730408357
179,user2294,648,1,08:37:17,71.15181961282026
180,user323,353,3,06:08:05,78.25992079728262
180,user323,322,3,06:08:05,132.3823263346044
180,user323,974,6,06:08:05,373.01788071699883
180,user323,38,3,06:08:05,208.66591062287972
181,user210,316,3,02:41:09,151.43317240991001
181,user210,182,2,02:41:09,114.51828606771066
181,user210,554,5,02:41:09,75.61462610527974
181,user210,326,2,02:41:09,137.23970704086872
181,user210,719,7,02:41:09,335.8997973148762
182,user453,131,5,20:53:00,107.88234220145556
182,user453,312,1,20:53:00,21.540523255451188
182,user453,551,2,20:53:00,114.95168189794718
182,user453,674,3,20:53:00,231.295568077518
182,user453,2,8,20:53:00,17.502168936426266
183,user2855,561,9,04:39:15,186.27147248098345
183,user2855,921,5,04:39:15,166.4921803130105
183,user2855,281,3,04:39:15,186.67737253775698
184,user716,681,9,04:19:09,790.8935202906353
184,user716,656,8,04:19:09,370.45136729042224
185,user2268,229,3,14:10:09,19.418072616165095
186,user1310,748,5,16:42:40,371.8038325201156
187,user2650,868,9,03:43:14,621.6911982673505
188,user1700,186,6,08:03:44,462.2650502755247
188,user1700,973,5,08:03:44,71.92835999923868
189,user1251,847,6,15:18:49,11.280094097209522
189,user1251,757,7,15:18:49,636.9962120067588
189,user1251,934,5,15:18:49,405.23830579394894
189,user1251,952,9,15:18:49,23.061832051408622
190,user915,364,9,21:02:23,705.5954556149045
191,user230,169,7,19:37:04,352.8441762590218
191,user230,981,6,19:37:04,159.23887592101372
191,user230,285,6,19:37:04,232.64251015638078
191,user230,792,1,19:37:04,74.82253543596511
191,user230,669,10,19:37:04,186.76900443397938
192,user2709,894,2,16:43:58,76.01946289261052
192,user2709,292,8,16:43:58,129.07922037152656
192,user2709,668,2,16:43:58,173.56635518794695
193,user2649,342,8,07:43:48,577.4390917597649
194,user974,168,5,20:21:52,241.08097085301767
194,user974,373,8,20:21:52,244.3610510449597
195,user2906,566,5,11:38:14,425.3923763098967
195,user2906,300,7,11:38:14,496.0147499738888
195,user2906,107,3,11:38:14,147.00188899828225
195,user2906,648,4,11:38:14,284.60727845128105
195,user2906,668,2,11:38:14,173.56635518794695
196,user2827,872,9,22:32:44,439.53051780254094
197,user1505,59,9,17:23:22,398.84333823490647
197,user1505,941,3,17:23:22,175.46540666469758
197,user1505,443,4,17:23:22,341.90101724916747
197,user1505,822,8,17:23:22,32.64351762233345
198,user2919,953,9,03:44:37,206.7953335728865
198,user2919,29,5,03:44:37,409.5649274142114
198,user2919,929,4,03:44:37,233.77848630211082
198,user2919,994,1,03:44:37,60.235508861868325
198,user2919,938,2,03:44:37,128.91793885632927
199,user1128,140,5,22:49:17,396.7508140090239
199,user1128,583,5,22:49:17,264.25169611222645
199,user1128,991,5,22:49:17,247.9924269348639
